File generated on 2016-09-21 09:05:24 +0000

"Image usage is subject to PlantVillage terms of service (https://www.plantvillage.org/en/tos). In particular, all images that contain the term PlantVillage in the metadata are licensed under a Creative Commons Attribution-ShareAlike 3.0 license."

Other image sizes are available when changing the /large/ part of the url to either /thumb/ or /medium/.


Crop common name,Crop scientific name,Disease common name,Disease scientific name,url,description,metadata
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/264/large/DSC03743_resized.JPG?1474447349,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/265/large/DSC03744_resized.JPG?1474447350,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/266/large/DSC03745_resized.JPG?1474447352,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/267/large/DSC03746_resized.JPG?1474447353,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/268/large/DSC03747_resized.JPG?1474447355,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/269/large/DSC03748_resized.JPG?1474447356,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/270/large/DSC03749_resized.JPG?1474447358,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/271/large/DSC03750_resized.JPG?1474447359,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/272/large/DSC03751_resized.JPG?1474447361,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
Gourd,Langenaria spp; Cucurbita spp.,Downy mildew,<i>Pseudoperonospora cubensis</i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/069/273/large/DSC03752_resized.JPG?1474447363,"Photographed in field, AVRDC World Vegetable Center, Arusha, Tanzania",PlantVillage
